Country,Province,City,Job_Title,Low_Salary_Yearly,Median_Salary_Yearly,Max_Salary_Yearly,Currency,Year,Cost_of_Living_Yearly
Canada,NL,South Coast--Burin Peninsula,Conference and event planners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Court officers and justices of the peace,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Employment insurance, immigration, border services and revenue officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Administrative assistants,13750,22000,27000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Legal administrative assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Medical administrative assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Court reporters, medical transcriptionists and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Health information management occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Records management technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Statistical officers and related research support occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Accounting technicians and bookkeepers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Insurance adjusters and claims examiners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Insurance underwriters,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Assessors, valuators and appraisers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Customs, ship and other brokers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,General office support workers,13450,22000,28250,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Receptionists,12000,18720,27000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Personnel clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Court clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Data entry clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Desktop publishing operators and related occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Accounting and related clerks,13000,18750,25500,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Payroll clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Banking, insurance and other financial clerks",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Collectors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Library assistants and clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Correspondence, publication and regulatory clerks",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Survey interviewers and statistical clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Mail, postal and related workers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Letter carriers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Couriers, messengers and door-to-door distributors",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Shippers and receivers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Storekeepers and partspersons,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Production logistics co-ordinators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Purchasing and inventory control workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dispatchers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Transportation route and crew schedulers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Physicists and astronomers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Chemists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Geoscientists and oceanographers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Meteorologists and climatologists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other professional occupations in physical sciences,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Biologists and related scientists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Forestry professionals,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Agricultural representatives, consultants and specialists",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Civil engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Mechanical engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Electrical and electronics engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Chemical engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Industrial and manufacturing engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Metallurgical and materials engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Mining engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Geological engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Petroleum engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Aerospace engineers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Computer engineers (except software engineers and designers),0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Other professional engineers, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Architects,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Landscape architects,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Urban and land use planners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Land surveyors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Mathematicians, statisticians and actuaries",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Information systems analysts and consultants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Database analysts and data administrators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Software engineers and designers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Computer programmers and interactive media developers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Web designers and developers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Chemical technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Geological and mineral technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Biological technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Agricultural and fish products inspectors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Forestry technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Conservation and fishery officers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Landscape and horticulture technicians and specialists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Civil engineering technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Mechanical engineering technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Industrial engineering and manufacturing technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Construction estimators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Electrical and electronics engineering technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Electronic service technicians (household and business equipment),0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Industrial instrument technicians and mechanics,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Architectural technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Industrial designers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Drafting technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Land survey technologists and technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Technical occupations in geomatics and meteorology,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Non-destructive testers and inspection technicians,24000,35520,55000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Engineering inspectors and regulatory officers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Inspectors in public and environmental health and occupational health and safety,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Construction inspectors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Air pilots, flight engineers and flying instructors",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Air traffic controllers and related occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Deck officers, water transport",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Engineer officers, water transport",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Railway traffic controllers and marine traffic regulators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Computer network technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,User support technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Information systems testing technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Nursing co-ordinators and supervisors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Registered nurses and registered psychiatric nurses,28000,40000,43500,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Specialist physicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,General practitioners and family physicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dentists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Veterinarians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Optometrists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Chiropractors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Allied primary health practitioners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other professional occupations in health diagnosing and treating,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Pharmacists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dietitians and nutritionists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Audiologists and speech-language pathologists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Physiotherapists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Occupational therapists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other professional occupations in therapy and assessment,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Medical laboratory technologists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Medical laboratory technicians and pathologists' assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Animal health technologists and veterinary technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Medical radiation technologists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Medical sonographers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other medical technologists and technicians (except dental health),0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Denturists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dental hygienists and dental therapists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Dental technologists, technicians and laboratory assistants",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Opticians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Practitioners of natural healing,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Licensed practical nurses,25840,27970,30000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Paramedical occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Massage therapists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other technical occupations in therapy and assessment,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dental assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Nurse aides, orderlies and patient service associates",12000,15050,22810,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Other assisting occupations in support of health services,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,University professors and lecturers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Post-secondary teaching and research assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,College and other vocational instructors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Secondary school teachers,36060,43270,70770,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Elementary school and kindergarten teachers,28850,42790,49450,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Educational counsellors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Judges,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Lawyers and Quebec notaries,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Psychologists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Social workers,19000,36590,40380,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,"Family, marriage and other related counsellors",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Professional occupations in religion,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Probation and parole officers and related occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Employment counsellors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Natural and applied science policy researchers, consultants and program officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Economists and economic policy researchers and analysts,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Business development officers and marketing researchers and consultants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Social policy researchers, consultants and program officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Health policy researchers, consultants and program officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Education policy researchers, consultants and program officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Recreation, sports and fitness policy researchers, consultants and program officers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Program officers unique to government,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Other professional occupations in social science, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Paralegal and related occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Social and community service workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Early childhood educators and assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Instructors of persons with disabilities,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other instructors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other religious occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Police officers (except commissioned),0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Firefighters,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Non-commissioned ranks of the Canadian Forces,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Home child care providers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Home support workers, housekeepers and related occupations",13500,15000,16700,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Elementary and secondary school teacher assistants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Sheriffs and bailiffs,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Correctional service officers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"By-law enforcement and other regulatory officers, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Librarians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Conservators and curators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Archivists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Authors and writers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Editors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Journalists,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Translators, terminologists and interpreters",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Producers, directors, choreographers and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Conductors, composers and arrangers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Musicians and singers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Dancers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Actors and comedians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Painters, sculptors and other visual artists",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Library and public archive technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Technical occupations related to museums and art galleries,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Photographers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Film and video camera operators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Graphic arts technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Broadcast technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Audio and video recording technicians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Support occupations in motion pictures, broadcasting, photography and the performing arts",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Announcers and other broadcasters,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Other performers, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Graphic designers and illustrators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Interior designers and interior decorators,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Theatre, fashion, exhibit and other creative designers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Artisans and craftspersons,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Patternmakers - textile, leather and fur products",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Athletes,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Coaches,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Sports officials and referees,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Program leaders and instructors in recreation, sport and fitness",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Retail sales supervisors,11850,15000,23080,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Technical sales specialists - wholesale trade,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Retail and wholesale buyers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Insurance agents and brokers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Real estate agents and salespersons,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Financial sales representatives,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Food service supervisors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Executive housekeepers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Accommodation, travel, tourism and related services supervisors",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Customer and information services supervisors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Cleaning supervisors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other services supervisors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Chefs,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Cooks,11150,13500,25000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,"Butchers, meat cutters and fishmongers - retail and wholesale",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Bakers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Hairstylists and barbers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Tailors, dressmakers, furriers and milliners",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Shoe repairers and shoemakers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Jewellers, jewellery and watch repairers and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Upholsterers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Funeral directors and embalmers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Sales and account representatives - wholesale trade (non-technical),0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Retail salespersons,11150,11500,18000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Maîtres d'hôtel and hosts/hostesses,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Bartenders,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Food and beverage servers,11150,11500,14200,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Travel counsellors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Pursers and flight attendants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Airline ticket and service agents,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Ground and water transport ticket agents, cargo service representatives and related clerks",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Hotel front desk clerks,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Tour and travel guides,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Outdoor sport and recreational guides,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Casino occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Security guards and related security service occupations,12020,14250,21000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Customer services representatives - financial institutions,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other customer and information services representatives,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Image, social and other personal consultants",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Estheticians, electrologists and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Pet groomers and animal care workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Other personal service occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Cashiers,11150,11150,12500,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Service station attendants,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Store shelf stockers, clerks and order fillers",11150,12000,15000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Other sales related occupations,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Food counter attendants, kitchen helpers and related support occupations",11150,11750,20000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,"Support occupations in accommodation, travel and facilities set-up services",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Operators and attendants in amusement, recreation and sport",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Light duty cleaners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Specialized cleaners,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Janitors, caretakers and building superintendents",12000,18000,22000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,"Dry cleaning, laundry and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Other service support occupations, n.e.c.",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Contractors and supervisors, electrical trades and telecommunications occupations",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Contractors and supervisors, pipefitting trades",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Contractors and supervisors, carpentry trades",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,"Contractors and supervisors, other construction trades, installers, repairers and servicers",0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Machinists and machining and tooling inspectors,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Tool and die makers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Sheet metal workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Boilermakers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Structural metal and platework fabricators and fitters,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Ironworkers,19500,35000,42000,CAD,2015-2016,32000
Canada,NL,South Coast--Burin Peninsula,Welders and related machine operators,17500,33700,40000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Electricians (except industrial and power system),21390,33000,43000,CAD,2016-2017,32000
Canada,NL,South Coast--Burin Peninsula,Industrial electricians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Power system electricians,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Electrical power line and cable workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Telecommunications line and cable workers,0,0,0,CAD,NA,32000
Canada,NL,South Coast--Burin Peninsula,Telecommunications installation and repair workers,0,0,0,CAD,NA,32000
